Time	Early	Early	Late	Late	Late	Late	Late	Late	Late	Late	Late	Late	Early	Early	Early	Early	Early	Early	Early
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Candidatus_Arthromitus|NA	0.0000000000	0.0000000000	0.0000000000	0.0019833399	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005032713	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium_sensu_stricto_1	0.019607843	0.000000000	0.001233806	0.001586672	0.001191422	0.001720183	0.003264605	0.000000000	0.001383977	0.003120282	0.001220314	0.001415094	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium_sensu_stricto_1|NA	0.019607843	0.000000000	0.001233806	0.001586672	0.001191422	0.001720183	0.003264605	0.000000000	0.001383977	0.003120282	0.001220314	0.001415094	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
Bacteria|Firmicutes|Clostridia|Lachnospirales	0.27818627	0.45246163	0.18095826	0.07179691	0.16203336	0.05533257	0.04742268	0.23614334	0.09895433	0.11212884	0.20773491	0.24198113	0.26159786	0.08759789	0.31458558	0.20137745	0.09461703	0.29689905	0.30989194
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae	0.27818627	0.45246163	0.18095826	0.07179691	0.16203336	0.05533257	0.04742268	0.23614334	0.09895433	0.11212884	0.20773491	0.24198113	0.26159786	0.08759789	0.31458558	0.20137745	0.09461703	0.29689905	0.30989194
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|A2	0.002450980	0.002989835	0.013571869	0.004760016	0.015488483	0.010894495	0.007560137	0.029131219	0.003690604	0.001207851	0.001689665	0.002358491	0.001247401	0.000000000	0.000000000	0.005240305	0.000000000	0.008797009	0.011471322
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|A2|NA	0.002450980	0.002989835	0.013571869	0.004760016	0.015488483	0.010894495	0.007560137	0.029131219	0.003690604	0.001207851	0.001689665	0.002358491	0.001247401	0.000000000	0.000000000	0.005240305	0.000000000	0.008797009	0.011471322
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Acetatifactor	0.004442402	0.021128164	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.007991750	0.001153314	0.000000000	0.003191589	0.007783019	0.009325809	0.000000000	0.009956943	0.008085043	0.000000000	0.012095887	0.017456359
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Acetatifactor|muris	0.0000000000	0.0017939007	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0023584906	0.0005346005	0.0000000000	0.0000000000	0.0019463992	0.0000000000	0.0024191775	0.0011637573
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Acetatifactor|NA	0.004442402	0.019334264	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.007991750	0.001153314	0.000000000	0.003191589	0.005424528	0.008791209	0.000000000	0.009956943	0.006138644	0.000000000	0.009676710	0.016292602
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|ASF356	0.002604167	0.002192545	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.001247401	0.001639046	0.000000000	0.001347507	0.001185677	0.001759402	0.000000000
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|ASF356|NA	0.002604167	0.002192545	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.001247401	0.001639046	0.000000000	0.001347507	0.001185677	0.001759402	0.000000000
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Eisenbergiella	0.006587010	0.029699023	0.007402838	0.000000000	0.001588562	0.002866972	0.001890034	0.009022944	0.001307089	0.002214394	0.003379330	0.003773585	0.006474606	0.001456930	0.012109795	0.002994460	0.001897083	0.010776336	0.015461347
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Eisenbergiella|NA	0.006587010	0.029699023	0.007402838	0.000000000	0.001588562	0.002866972	0.001890034	0.009022944	0.001307089	0.002214394	0.003379330	0.003773585	0.006474606	0.001456930	0.012109795	0.002994460	0.001897083	0.010776336	0.015461347
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|GCA-900066575	0.0029105392	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0028357824	0.0006919883	0.0005032713	0.0000000000	0.0000000000	0.0013068013	0.0000000000	0.0037674919	0.0000000000	0.0000000000	0.0000000000	0.0026600166
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|GCA-900066575|NA	0.0029105392	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0028357824	0.0006919883	0.0005032713	0.0000000000	0.0000000000	0.0013068013	0.0000000000	0.0037674919	0.0000000000	0.0000000000	0.0000000000	0.0026600166
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Herbinix	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0007509622	0.0000000000	0.0021978022	0.0040065562	0.0043057051	0.0016469531	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Herbinix|NA	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0007509622	0.0000000000	0.0021978022	0.0040065562	0.0043057051	0.0016469531	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnoclostridium	0.014246324	0.020928842	0.013983138	0.000000000	0.010722796	0.002293578	0.000000000	0.006444960	0.006996771	0.005234021	0.018774054	0.021698113	0.012771013	0.007830996	0.022066738	0.011079503	0.007588333	0.017594018	0.016791355
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnoclostridium|NA	0.014246324	0.020928842	0.013983138	0.000000000	0.010722796	0.002293578	0.000000000	0.006444960	0.006996771	0.005234021	0.018774054	0.021698113	0.012771013	0.007830996	0.022066738	0.011079503	0.007588333	0.017594018	0.016791355
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_FCS020_group	0.003216912	0.003587801	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.001804589	0.006074120	0.002516356	0.003191589	0.002122642	0.001663202	0.000000000	0.003767492	0.006887259	0.000000000	0.003298878	0.003158770
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_FCS020_group|NA	0.003216912	0.003587801	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.001804589	0.006074120	0.002516356	0.003191589	0.002122642	0.001663202	0.000000000	0.003767492	0.006887259	0.000000000	0.003298878	0.003158770
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NK4A136_group	0.13710172	0.18895754	0.05038042	0.03014677	0.03018268	0.02780963	0.01615120	0.05929363	0.03536829	0.04116759	0.04271097	0.05141509	0.10329670	0.03241668	0.15177610	0.08683935	0.04553000	0.11260172	0.12834580
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NK4A136_group|bacterium	0.017003676	0.055212278	0.003084516	0.002380008	0.000000000	0.000000000	0.001374570	0.012374323	0.001153314	0.007649723	0.006289308	0.008254717	0.034452034	0.003642324	0.024219591	0.011528672	0.007114062	0.006597757	0.017456359
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NK4A136_group|NA	0.12009804	0.13374527	0.04729591	0.02776676	0.03018268	0.02780963	0.01477663	0.04691931	0.03421498	0.03351787	0.03642167	0.04316038	0.06884467	0.02877436	0.12755651	0.07531068	0.03841594	0.10600396	0.11088944
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NK4B4_group	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0008312552
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_NK4B4_group|NA	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0008312552
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_UCG-001	0.0094975490	0.0091688260	0.0012338063	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0007509622	0.0000000000	0.0125334125	0.0000000000	0.0166846071	0.0016469531	0.0000000000	0.0079173081	0.0054862843
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_UCG-001|NA	0.0094975490	0.0091688260	0.0012338063	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0007509622	0.0000000000	0.0125334125	0.0000000000	0.0166846071	0.0016469531	0.0000000000	0.0079173081	0.0054862843
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_UCG-004	0.000000000	0.001993223	0.003290150	0.000000000	0.005162828	0.000000000	0.000000000	0.003093581	0.000000000	0.001409160	0.006289308	0.004245283	0.001900802	0.001639046	0.000000000	0.002245845	0.001897083	0.001539477	0.001995012
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_UCG-004|NA	0.000000000	0.001993223	0.003290150	0.000000000	0.005162828	0.000000000	0.000000000	0.003093581	0.000000000	0.001409160	0.006289308	0.004245283	0.001900802	0.001639046	0.000000000	0.002245845	0.001897083	0.001539477	0.001995012
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_UCG-006	0.002144608	0.001395256	0.001850709	0.000000000	0.002382844	0.002866972	0.002405498	0.003351379	0.000000000	0.002315048	0.003942551	0.002830189	0.002079002	0.002185394	0.001614639	0.001646953	0.000000000	0.001979327	0.001828761
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_UCG-006|bacterium	0.000000000	0.000000000	0.001850709	0.000000000	0.002382844	0.002866972	0.002405498	0.003351379	0.000000000	0.002315048	0.003942551	0.002830189	0.000000000	0.000000000	0.001614639	0.001646953	0.000000000	0.000000000	0.000000000
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospiraceae_UCG-006|NA	0.002144608	0.001395256	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.002079002	0.002185394	0.000000000	0.000000000	0.000000000	0.001979327	0.001828761
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|NA	0.064491422	0.134542555	0.075262184	0.031733439	0.084193805	0.006880734	0.016151203	0.089198247	0.034676303	0.047206844	0.104853093	0.125471698	0.082625483	0.024403569	0.078040904	0.059589759	0.033198957	0.100945678	0.089609310
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|NA|NA	0.064491422	0.134542555	0.075262184	0.031733439	0.084193805	0.006880734	0.016151203	0.089198247	0.034676303	0.047206844	0.104853093	0.125471698	0.082625483	0.024403569	0.078040904	0.059589759	0.033198957	0.100945678	0.089609310
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Roseburia	0.026807598	0.034482759	0.013983138	0.005156684	0.012311358	0.001720183	0.003264605	0.023975251	0.008995848	0.008354303	0.018210833	0.020283019	0.022928423	0.012019669	0.010495156	0.011079503	0.003319896	0.016934242	0.013133832
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Roseburia|NA	0.026807598	0.034482759	0.013983138	0.005156684	0.012311358	0.001720183	0.003264605	0.023975251	0.008995848	0.008354303	0.018210833	0.020283019	0.022928423	0.012019669	0.010495156	0.011079503	0.003319896	0.016934242	0.013133832
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Tyzzerella	0.0016850490	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010480611	0.0000000000	0.0006597757	0.0016625104
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae|Tyzzerella|NA	0.0016850490	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010480611	0.0000000000	0.0006597757	0.0016625104
Bacteria|Firmicutes|Clostridia|NA	0.0006127451	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|NA|NA	0.0006127451	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|NA|NA|NA	0.0006127451	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|NA|NA|NA|NA	0.0006127451	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Oscillospirales	0.056219363	0.081522822	0.009870450	0.008330028	0.023034154	0.019782110	0.015292096	0.049497293	0.020528987	0.014192250	0.017835352	0.029009434	0.058984259	0.015297760	0.056243272	0.049258871	0.026559165	0.049043325	0.053366584
Bacteria|Firmicutes|Clostridia|Oscillospirales|Butyricicoccaceae	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005346005	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0014962594
Bacteria|Firmicutes|Clostridia|Oscillospirales|Butyricicoccaceae|Butyricicoccus	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005346005	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0014962594
Bacteria|Firmicutes|Clostridia|Oscillospirales|Butyricicoccaceae|Butyricicoccus|NA	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005346005	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0014962594
Bacteria|Firmicutes|Clostridia|Oscillospirales|NA	0.0032169118	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0011071968	0.0003754811	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Oscillospirales|NA|NA	0.0032169118	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0011071968	0.0003754811	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Oscillospirales|NA|NA|NA	0.0032169118	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0011071968	0.0003754811	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae	0.036611520	0.060394658	0.004523956	0.005950020	0.017871326	0.012614679	0.011683849	0.040474349	0.016453944	0.008756920	0.009011546	0.021933962	0.043480843	0.014205063	0.048439182	0.037430753	0.023002134	0.043325269	0.044389027
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|Colidextribacter	0.007506127	0.008570859	0.000000000	0.005950020	0.005559968	0.004013761	0.003092784	0.006702758	0.005997232	0.002717665	0.001595795	0.000000000	0.008850609	0.002731743	0.003498385	0.001646953	0.002608489	0.005937981	0.006483791
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|Colidextribacter|NA	0.007506127	0.008570859	0.000000000	0.005950020	0.005559968	0.004013761	0.003092784	0.006702758	0.005997232	0.002717665	0.001595795	0.000000000	0.008850609	0.002731743	0.003498385	0.001646953	0.002608489	0.005937981	0.006483791
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|Intestinimonas	0.0009191176	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004158004	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|Intestinimonas|NA	0.0009191176	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004158004	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|NA	0.010416667	0.021128164	0.002673247	0.000000000	0.006751390	0.002866972	0.003264605	0.012374323	0.005305244	0.003824862	0.002534497	0.012971698	0.013186813	0.005281370	0.017761033	0.012427010	0.005928385	0.019133495	0.018786367
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|NA|NA	0.010416667	0.021128164	0.002673247	0.000000000	0.006751390	0.002866972	0.003264605	0.012374323	0.005305244	0.003824862	0.002534497	0.012971698	0.013186813	0.005281370	0.017761033	0.012427010	0.005928385	0.019133495	0.018786367
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|Oscillibacter	0.017769608	0.030695635	0.001850709	0.000000000	0.005559968	0.005733945	0.004123711	0.021397267	0.005151469	0.002214394	0.004881254	0.008962264	0.021027621	0.006191950	0.027179763	0.023356790	0.014465260	0.018253794	0.019118869
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|Oscillibacter|NA	0.017769608	0.030695635	0.001850709	0.000000000	0.005559968	0.005733945	0.004123711	0.021397267	0.005151469	0.002214394	0.004881254	0.008962264	0.021027621	0.006191950	0.027179763	0.023356790	0.014465260	0.018253794	0.019118869
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|UCG-005	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.001202749	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae|UCG-005|NA	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.001202749	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae	0.016390931	0.021128164	0.005346494	0.002380008	0.005162828	0.007167431	0.003608247	0.009022944	0.004075042	0.004328133	0.008448324	0.007075472	0.014968815	0.001092697	0.007804090	0.011828118	0.003557031	0.005718056	0.007481297
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae|Anaerotruncus	0.0000000000	0.0000000000	0.0030845157	0.0000000000	0.0019857029	0.0031536697	0.0017182131	0.0041247744	0.0008457635	0.0018117765	0.0032854595	0.0040094340	0.0005346005	0.0000000000	0.0000000000	0.0008983381	0.0007114062	0.0015394766	0.0011637573
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae|Anaerotruncus|NA	0.0000000000	0.0000000000	0.0030845157	0.0000000000	0.0019857029	0.0031536697	0.0017182131	0.0041247744	0.0008457635	0.0018117765	0.0032854595	0.0040094340	0.0005346005	0.0000000000	0.0000000000	0.0008983381	0.0007114062	0.0015394766	0.0011637573
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae|Incertae_Sedis	0.013020833	0.013753239	0.001645075	0.002380008	0.003177125	0.004013761	0.001890034	0.004898170	0.003229279	0.002113739	0.004130292	0.003066038	0.011286011	0.001092697	0.007804090	0.009582273	0.002845625	0.004178579	0.006317539
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae|Incertae_Sedis|NA	0.013020833	0.013753239	0.001645075	0.002380008	0.003177125	0.004013761	0.001890034	0.004898170	0.003229279	0.002113739	0.004130292	0.003066038	0.011286011	0.001092697	0.007804090	0.009582273	0.002845625	0.004178579	0.006317539
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae|NA	0.0033700980	0.0073749253	0.0006169031	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004026170	0.0010325730	0.0000000000	0.0031482031	0.0000000000	0.0000000000	0.0013475071	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae|NA|NA	0.0033700980	0.0073749253	0.0006169031	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004026170	0.0010325730	0.0000000000	0.0031482031	0.0000000000	0.0000000000	0.0013475071	0.0000000000	0.0000000000	0.0000000000
Bacteria|Firmicutes|Clostridia|Peptococcales	0.003982843	0.002391868	0.013366235	0.005553352	0.000000000	0.004587156	0.004295533	0.007733952	0.009303398	0.019325617	0.011827654	0.015330189	0.003148203	0.005281370	0.008342304	0.004791136	0.011619635	0.006817682	0.007813799
Bacteria|Firmicutes|Clostridia|Peptococcales|Peptococcaceae	0.003982843	0.002391868	0.013366235	0.005553352	0.000000000	0.004587156	0.004295533	0.007733952	0.009303398	0.019325617	0.011827654	0.015330189	0.003148203	0.005281370	0.008342304	0.004791136	0.011619635	0.006817682	0.007813799
Bacteria|Firmicutes|Clostridia|Peptococcales|Peptococcaceae|NA	0.003982843	0.002391868	0.013366235	0.005553352	0.000000000	0.004587156	0.004295533	0.007733952	0.009303398	0.019325617	0.011827654	0.015330189	0.003148203	0.005281370	0.008342304	0.004791136	0.011619635	0.006817682	0.007813799
Bacteria|Firmicutes|Clostridia|Peptococcales|Peptococcaceae|NA|NA	0.003982843	0.002391868	0.013366235	0.005553352	0.000000000	0.004587156	0.004295533	0.007733952	0.009303398	0.019325617	0.011827654	0.015330189	0.003148203	0.005281370	0.008342304	0.004791136	0.011619635	0.006817682	0.007813799
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales	0.0007659314	0.0039864461	0.0016450751	0.0031733439	0.0027799841	0.0022935780	0.0041237113	0.0012889920	0.0031523912	0.0017111223	0.0017835352	0.0018867925	0.0038610039	0.0078309962	0.0026910657	0.0040425213	0.0061655205	0.0046184297	0.0051537822
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Anaerovoracaceae	0.0007659314	0.0039864461	0.0016450751	0.0031733439	0.0027799841	0.0022935780	0.0041237113	0.0012889920	0.0031523912	0.0017111223	0.0017835352	0.0018867925	0.0038610039	0.0078309962	0.0026910657	0.0040425213	0.0061655205	0.0046184297	0.0051537822
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Anaerovoracaceae|Family_XIII_UCG-001	0.0000000000	0.0017939007	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005154639	0.0000000000	0.0003075504	0.0004026170	0.0006570919	0.0000000000	0.0005940006	0.0000000000	0.0010764263	0.0005988920	0.0000000000	0.0000000000	0.0008312552
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Anaerovoracaceae|Family_XIII_UCG-001|NA	0.0000000000	0.0017939007	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005154639	0.0000000000	0.0003075504	0.0004026170	0.0006570919	0.0000000000	0.0005940006	0.0000000000	0.0010764263	0.0005988920	0.0000000000	0.0000000000	0.0008312552
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Anaerovoracaceae|NA	0.0007659314	0.0021925453	0.0016450751	0.0031733439	0.0027799841	0.0022935780	0.0036082474	0.0012889920	0.0028448408	0.0013085053	0.0011264433	0.0018867925	0.0032670033	0.0078309962	0.0016146394	0.0034436293	0.0061655205	0.0046184297	0.0043225270
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Anaerovoracaceae|NA|NA	0.0007659314	0.0021925453	0.0016450751	0.0031733439	0.0027799841	0.0022935780	0.0036082474	0.0012889920	0.0028448408	0.0013085053	0.0011264433	0.0018867925	0.0032670033	0.0078309962	0.0016146394	0.0034436293	0.0061655205	0.0046184297	0.0043225270
Bacteria|Patescibacteria	0.0000000000	0.0061789914	0.0010281719	0.0000000000	0.0011914218	0.0028669725	0.0005154639	0.0007733952	0.0013839766	0.0018117765	0.0006570919	0.0000000000	0.0003564004	0.0027317429	0.0048439182	0.0023955682	0.0042684373	0.0028590279	0.0016625104
Bacteria|Patescibacteria|Saccharimonadia	0.0000000000	0.0061789914	0.0010281719	0.0000000000	0.0011914218	0.0028669725	0.0005154639	0.0007733952	0.0013839766	0.0018117765	0.0006570919	0.0000000000	0.0003564004	0.0027317429	0.0048439182	0.0023955682	0.0042684373	0.0028590279	0.0016625104
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales	0.0000000000	0.0061789914	0.0010281719	0.0000000000	0.0011914218	0.0028669725	0.0005154639	0.0007733952	0.0013839766	0.0018117765	0.0006570919	0.0000000000	0.0003564004	0.0027317429	0.0048439182	0.0023955682	0.0042684373	0.0028590279	0.0016625104
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae	0.0000000000	0.0061789914	0.0010281719	0.0000000000	0.0011914218	0.0028669725	0.0005154639	0.0007733952	0.0013839766	0.0018117765	0.0006570919	0.0000000000	0.0003564004	0.0027317429	0.0048439182	0.0023955682	0.0042684373	0.0028590279	0.0016625104
